PC1,PC2,PC3,PC4,PC5
0.28171325,0.7272259,0.35604012,0.7004434,-0.121798515
0.21990536,0.74246657,0.3315004,0.71518636,-0.1425314
0.12353067,0.7930137,0.36686194,0.7589083,-0.14222586
0.23914711,0.7912165,0.39626026,0.75872755,-0.12614739
0.32218722,0.7735189,0.41501844,0.74256706,-0.07652736
0.38642332,0.76131976,0.4316306,0.7326367,-0.033025265
0.46030623,0.750059,0.42168725,0.74206567,-0.04189813
0.46772927,0.76836646,0.39980757,0.7571068,-0.035370946
0.4797836,0.78900445,0.41288555,0.76537776,-0.009656072
0.4819166,0.7961575,0.42853296,0.75307655,-0.006918311
0.43896168,0.79723656,0.41503227,0.7456962,-0.05073881
0.46346584,0.7855438,0.3959539,0.75328696,-0.17055345
0.45669052,0.7756895,0.3632772,0.75231874,-0.21745217
0.44713584,0.7752234,0.32571197,0.74623775,-0.22062647
0.4292332,0.7788588,0.2805289,0.73400354,-0.18571663
0.39528793,0.7903389,0.2159133,0.71381783,-0.11276996
0.40159535,0.8028854,0.17414081,0.7106124,-0.06230867
0.45195514,0.78834593,0.15741944,0.71056676,-0.066681385
0.4746701,0.7729007,0.1368599,0.70610046,-0.08117604
0.5437134,0.750456,0.17886722,0.6887629,-0.11816561
0.54713076,0.7226697,0.21656716,0.65657616,-0.13377559
0.5054154,0.6984073,0.22507727,0.6279702,-0.12097657
0.4445793,0.6910621,0.21748078,0.61304784,-0.097655654
0.3369817,0.7032119,0.16664302,0.60768056,-0.04421127
0.25354,0.74280393,0.11613619,0.62307334,0.01351428
0.22153611,0.7604562,0.11847341,0.63014793,0.06408703
0.22224699,0.75170386,0.12764537,0.6268617,0.09314191
0.270038,0.7468916,0.11130011,0.64208364,0.0575068
0.3123892,0.7394897,0.06161201,0.6473148,0.005601406
0.5017416,0.697518,0.11500728,0.6413485,-0.09779334
0.8428757,0.58406484,0.23665178,0.5644722,-0.29535145
0.9230686,0.50576174,0.39501864,0.46480048,-0.3916946
0.7341859,0.50405324,0.51661265,0.39810288,-0.42418158
0.43451437,0.4861194,0.545136,0.33517504,-0.44602317
0.07691814,0.47905815,0.40529025,0.299412,-0.43260288
-0.21307664,0.4811746,0.23709953,0.2579695,-0.3132587
-0.35502914,0.5192467,0.26861417,0.22473454,-0.068517804
-0.49720812,0.520661,0.34162486,0.16923976,0.18750906
-0.6414537,0.50963366,0.2597791,0.16879046,0.22983456
-0.7447085,0.522967,0.23395932,0.18874931,0.32269096
-0.800799,0.4942814,0.22078645,0.18384767,0.43818128
-0.84596914,0.43470013,0.1923759,0.12483871,0.6384872
-0.8692211,0.29484642,0.25601566,-0.087085724,1.1250296
0.22019736,0.6912919,0.3621993,0.5831566,0.7715528
0.30669653,0.63018143,0.21210206,0.57194257,0.70081663
0.37573794,0.59022486,0.032711625,0.5793469,0.5253854
0.8718901,0.606542,0.053243995,0.76897275,0.49090922
1.0993834,0.659222,-0.102727056,0.6480205,0.46754777
1.2796276,0.6055733,-0.17627752,0.6691072,0.21818793
1.4118813,0.4949013,-0.28020275,0.5766083,0.16500783
1.232237,0.5059496,-0.3256297,0.46545267,0.45852768
0.8455971,0.8502711,0.5334414,1.0661407,0.18101633
1.3830211,0.7839402,0.30190098,1.0286794,0.0632323
1.3685871,0.79851353,0.28022802,1.0279288,0.023147225
1.1588086,0.82929456,0.23745644,1.0160913,-0.09178281
0.88029546,0.77170813,0.18558133,0.8828418,-0.19576323
0.9043978,0.6356441,0.21981323,0.7129562,-0.25765342
0.82409316,0.64498985,0.22977245,0.682698,-0.2613241
0.6148234,0.722468,0.23008454,0.69349146,-0.11832094
0.3801006,0.7834083,0.15341675,0.6860273,0.0089998245
0.16216995,0.7722703,0.13120711,0.60828495,0.26014555
0.03081004,0.71882045,0.051088214,0.5198498,0.3132633
0.00969404,0.64910376,-0.036317468,0.45763612,0.24289823
0.009973876,0.57629406,-0.06985235,0.3802259,0.25440586
0.188484,0.5160986,-0.13136625,0.3662448,0.13186848
0.31701386,0.48736012,-0.1802541,0.36759257,0.058123827
0.20111082,0.46962416,-0.10803044,0.32012045,0.19540083
0.5669524,0.7720429,0.50220555,1.002847,0.005850315
0.8133102,0.7745062,0.5354792,1.0143335,-0.10630214
0.8189394,0.7249962,0.54796505,0.9209466,-0.23531514
0.5417593,0.7385541,0.5331596,0.84576786,-0.23360932
0.32958716,0.7519499,0.4907291,0.8004775,-0.21928549
0.16081,0.7734922,0.43417048,0.7704444,-0.21098292
0.11680435,0.7810594,0.41809857,0.7480507,-0.16814053
0.12116867,0.77142155,0.41052067,0.7302213,-0.1527046
0.094875604,0.7735349,0.38789654,0.7267003,-0.13461077
0.06496197,0.7900692,0.34349716,0.7397623,-0.14729548
-0.018743016,0.8204638,0.3910092,0.7694826,-0.12528694
0.09705579,0.81397545,0.42315996,0.7762624,-0.15734434
0.13084029,0.7955929,0.42782205,0.7592586,-0.14757824
0.1480727,0.79112685,0.42525315,0.7529776,-0.11283445
0.18895398,0.79968894,0.420493,0.75861335,-0.07395327
0.29580277,0.8073236,0.45900917,0.76507986,-0.0571028
0.35673082,0.81150734,0.50137734,0.74785686,-0.049538493
0.31891674,0.80390847,0.48156977,0.71927845,-0.032276988
0.23010604,0.7904774,0.4353218,0.7012999,0.010066867
0.24175565,0.7899357,0.4131844,0.7117562,-0.033334255
0.25590163,0.7895757,0.36599338,0.7226682,-0.10733211
0.23689745,0.7989503,0.30431664,0.7285596,-0.13762736
0.22930135,0.8062705,0.25926578,0.72664404,-0.119065404
0.23044582,0.81815875,0.21925008,0.7212508,-0.08478379
0.24347775,0.82593024,0.18821752,0.71717155,-0.059310675
0.2789557,0.8227931,0.18172944,0.7136868,-0.04259622
0.31291988,0.80355895,0.18152809,0.7086954,-0.04460442
0.36219752,0.7717954,0.2324363,0.6893141,-0.066280365
0.36003095,0.7343968,0.2675084,0.65534556,-0.10309374
0.31253505,0.70941937,0.26677382,0.62630725,-0.08940971
0.2517678,0.69185555,0.2600671,0.60595167,-0.05947435
0.15531206,0.7014462,0.20730889,0.59972787,-0.00068986416
0.079230815,0.74027455,0.16598618,0.6143935,0.080857635
0.08274107,0.75984156,0.179245,0.623392,0.10858047
0.09211089,0.7589818,0.19087231,0.6249994,0.11878562
0.11680935,0.7517983,0.18322098,0.6310289,0.109555125
0.1282787,0.76596797,0.13165677,0.6365272,0.082311034
0.3828032,0.7156993,0.21270192,0.6455715,-0.09616327
0.73100203,0.6533853,0.32016408,0.5962219,-0.28287572
0.7658161,0.58335984,0.44435054,0.4996662,-0.38871723
0.60454684,0.5138749,0.54873693,0.42429805,-0.4603911
0.32195073,0.46536314,0.5556151,0.355098,-0.48859954
-0.039893996,0.4731437,0.3993054,0.32884526,-0.44321656
-0.27462322,0.47062838,0.26474774,0.2940421,-0.31355911
-0.46636713,0.42652667,0.18119633,0.21809995,-0.12876165
-0.6566963,0.37925804,0.1566732,0.14034247,0.08757937
-0.8019543,0.4095961,0.14454448,0.14618826,0.16682088
-0.84812516,0.46997035,0.17081177,0.186764,0.17001796
-0.87201625,0.44004977,0.1863147,0.17247033,0.23378074
-0.9151246,0.39962947,0.1567291,0.12315476,0.43574595
-0.9015984,0.3025149,0.1538539,-0.012131214,0.83022
0.3298816,0.69813216,0.19835341,0.6946919,0.2546271
0.09631966,0.58188355,0.18899906,0.54476595,0.762653
0.8280553,0.66241467,0.15613735,0.85708475,0.33197057
0.6446741,0.6228882,0.35396814,0.7136698,1.02917
1.2001648,0.48993552,-0.26245952,0.5309845,0.41480255
1.1609426,0.4873401,-0.32104886,0.44086063,0.5683248
0.8500033,0.75802624,0.5167637,1.0116917,0.1630081
0.78788465,0.76678073,0.48599362,0.97682,0.33363378
0.8669602,0.7836572,0.44300115,0.9893322,0.26041842
0.84823364,0.84556425,0.3812052,1.0179379,0.21432626
0.8319928,0.88074553,0.27228332,1.025774,-0.02031982
0.7344045,0.80048764,0.23982668,0.91138923,-0.14655066
0.6435088,0.7075435,0.23001063,0.79535055,-0.22480464
0.5504407,0.67964494,0.1774677,0.7165245,-0.2677529
0.5296513,0.6552824,0.17089665,0.67982125,-0.18712461
0.19321541,0.7270738,0.09548652,0.6557338,-0.05382967
-0.0068967976,0.7176839,0.06687224,0.5807755,0.17108548
-0.095855154,0.6734363,0.025246263,0.50022674,0.27926552
-0.10593702,0.61929524,-0.018880248,0.44619727,0.28208327
-0.035550397,0.54915583,-0.028811216,0.3917346,0.27454793
0.08716363,0.49778426,-0.033448815,0.38011432,0.24524844
0.025701713,0.45953476,0.036624074,0.3127426,0.40641665
0.49745446,0.80516064,0.56093955,1.025749,-0.04614806
0.6169682,0.8004371,0.60288405,0.98555446,-0.110383034
0.47055024,0.7688285,0.58851004,0.89900744,-0.20066202
0.23574392,0.7869414,0.53179115,0.84453154,-0.2573979
0.10957804,0.78207695,0.48469728,0.8094852,-0.2688344
0.021810677,0.79392993,0.4420662,0.78650594,-0.25289905
-0.02233722,0.8001081,0.4228276,0.76535785,-0.2002877
-0.031210346,0.798859,0.4139731,0.74614334,-0.17187858
-0.055272594,0.7971083,0.39751804,0.7346575,-0.14230263
-0.07365146,0.80997026,0.37229598,0.7496568,-0.13530445
-0.16037615,0.8228184,0.3940233,0.74956965,-0.070620894
-0.08651659,0.8186165,0.4249164,0.76227045,-0.115175605
-0.060640827,0.8035265,0.4259982,0.75086784,-0.1290406
-0.050234158,0.8003782,0.40851212,0.75455844,-0.11949694
0.0054696277,0.8140999,0.41736978,0.76520467,-0.087022185
0.15928747,0.830032,0.5201034,0.75499153,-0.05825472
0.20752534,0.79515326,0.5758611,0.7079166,-0.06892991
0.16426812,0.75952256,0.5291462,0.68768215,-0.09099984
0.070920825,0.7450057,0.46976638,0.66238284,-0.0013982058
0.014731359,0.7520102,0.41885293,0.6563215,0.034262657
0.028689865,0.7685367,0.34790576,0.6876029,-0.04456961
0.047081765,0.7864815,0.29290783,0.70717025,-0.09469032
0.05323186,0.802425,0.26096714,0.712476,-0.06944406
0.078797236,0.82232153,0.23037529,0.71287036,-0.055852413
0.09618735,0.8345047,0.19962299,0.7113179,-0.058714867
0.11864184,0.8315059,0.19193089,0.7073357,-0.055799484
0.1538142,0.80749285,0.2141906,0.6922164,-0.04848945
0.15901412,0.78434193,0.23948038,0.67533875,-0.04246986
0.12709253,0.7546812,0.25875747,0.6539066,-0.053610206
0.08166987,0.7308997,0.26801312,0.62234116,-0.028575301
0.016222373,0.7132069,0.2714039,0.5964395,0.04059398
-0.038265727,0.7094606,0.25370967,0.5865618,0.10322416
-0.08055134,0.7299372,0.23606002,0.5881362,0.17914522
-0.06575953,0.7528707,0.24028337,0.5980753,0.17280221
-0.07239637,0.7536298,0.24338436,0.59887373,0.17627859
-0.07314041,0.74884903,0.23635352,0.5978359,0.18605137
-0.05677463,0.7553302,0.20741403,0.6114547,0.14981794
0.15078975,0.73117983,0.24874485,0.63163686,-0.026530385
0.48969752,0.70177233,0.31562865,0.62942886,-0.27630198
0.56925386,0.6361233,0.46353137,0.5318055,-0.3962093
0.41782564,0.53609383,0.5188743,0.43958187,-0.4784274
0.16095473,0.4439522,0.49348354,0.36768913,-0.4936756
-0.2080829,0.44879496,0.32482147,0.34940815,-0.42096025
-0.45033994,0.4416579,0.19531,0.3184824,-0.2465229
-0.60239524,0.37317193,0.043575406,0.24873221,-0.058391094
-0.8073755,0.35613,-0.06361067,0.20227385,0.13189387
-0.9581425,0.40674365,-0.038046718,0.21428132,0.14527202
-0.98030657,0.46993506,0.052342296,0.23901784,0.07186878
-0.9693604,0.4239143,0.088550925,0.19349694,0.10175896
-0.9451723,0.34422243,0.070462465,0.13523746,0.26557994
-0.9369362,0.28830898,-0.0015536547,0.0829072,0.49737072
0.3595475,0.6723672,0.17218447,0.7308357,0.09194684
0.06962985,0.60181415,0.088788986,0.673563,0.37832415
0.73871315,0.66845953,0.2357024,0.90089273,0.33678067
0.6849653,0.63485587,0.29323077,0.78242755,0.7285265
0.7375419,0.56183493,0.10997927,0.5925977,0.8556199
0.2322707,0.78096306,0.59506625,0.9901242,0.15763152
0.6769765,0.70412266,0.501672,0.9558939,0.09772587
0.40201047,0.85306036,0.2919947,0.9588628,0.059655905
0.42627078,0.78972924,0.22913063,0.8756455,-0.08876586
0.3722802,0.72520626,0.21791267,0.79743373,-0.11896396
0.31675082,0.62507546,0.1286155,0.64733386,-0.11899829
0.2030013,0.60135806,0.11224973,0.59053826,-0.036249995
0.034943666,0.57348645,0.107697725,0.4994732,0.15338635
-0.10641122,0.5683738,0.058461785,0.45011568,0.2391361
-0.24491595,0.56248534,0.04525101,0.41115928,0.3147316
-0.15291992,0.52213156,0.03752911,0.38924623,0.29463828
-0.0933173,0.46056402,0.116763115,0.3403678,0.42589843
0.31809616,0.78118,0.5697393,0.96177936,0.06568837
0.4059212,0.8229228,0.59208834,0.9836415,-0.12424207
0.29562843,0.8045217,0.55640805,0.921903,-0.19060612
0.1552319,0.79805243,0.5212076,0.8735844,-0.22059536
0.03418581,0.8033024,0.47998476,0.8385682,-0.251899
-0.050147727,0.8028232,0.44922078,0.8110256,-0.24955493
-0.10902545,0.8127924,0.43283367,0.78850496,-0.21575105
-0.14536229,0.80926144,0.4151131,0.76653826,-0.18600106
-0.17817472,0.804891,0.39923996,0.7431364,-0.15151513
-0.19438921,0.8063208,0.3809123,0.7324147,-0.12715328
-0.21551801,0.81526625,0.3749194,0.7331556,-0.079093814
-0.3343305,0.7974864,0.39789772,0.70014274,0.048415422
-0.25666633,0.7994319,0.39648807,0.7242868,-0.058675528
-0.2272646,0.7937845,0.39199114,0.72552013,-0.09131658
-0.22334464,0.7950984,0.3830942,0.73078513,-0.079622984
-0.17261398,0.8026687,0.4037001,0.74154794,-0.06035793
-0.05336675,0.7865659,0.5139116,0.71645904,-0.048297048
-0.044566195,0.74110043,0.5532707,0.66454244,-0.04472208
-0.10885154,0.7124654,0.47756934,0.65169907,-0.07349908
-0.15247376,0.70285976,0.42196584,0.64648616,-0.02988851
-0.19542563,0.69849074,0.38678253,0.63541365,0.04085803
-0.16172831,0.7136003,0.3428632,0.65404165,0.0048128366
-0.15583353,0.7356311,0.27120173,0.67795897,-0.033576727
-0.15275033,0.777784,0.23142421,0.6865432,-0.00073862076
-0.11472505,0.79365337,0.23324025,0.6847272,0.0057741404
-0.080079734,0.8195473,0.21009171,0.6864996,-0.010108948
-0.035306863,0.8237988,0.20445204,0.686833,-0.049434066
-0.0005954169,0.81065476,0.21742022,0.67980504,-0.0749805
0.0054705106,0.7896291,0.24880874,0.66167665,-0.060875654
-0.023762718,0.759987,0.29056537,0.62947536,-0.033602834
-0.08788015,0.7307979,0.30777228,0.59557486,0.029458046
-0.17881647,0.6874391,0.3441447,0.54702926,0.17762458
-0.24290763,0.67530596,0.32810402,0.5356314,0.24726307
-0.2571189,0.6822332,0.30904043,0.5424259,0.26543283
-0.23858432,0.6935111,0.3107084,0.5490613,0.23387992
-0.24543092,0.71553266,0.3059045,0.5486169,0.2492969
-0.25786212,0.7161056,0.29027498,0.54672647,0.26168907
-0.2571367,0.73578227,0.25674832,0.56760967,0.23741877
-0.121359974,0.7465011,0.24394822,0.59879327,0.082134485
0.18374215,0.7427603,0.27974474,0.6455716,-0.20330155
0.39590687,0.6744019,0.4652512,0.568625,-0.37952483
0.2885574,0.52560747,0.49821806,0.43410087,-0.46316546
0.034542326,0.40870702,0.43525577,0.3659408,-0.46684152
-0.33157593,0.4112388,0.25364888,0.35772574,-0.35624355
-0.60413057,0.43436682,0.07608938,0.34586346,-0.13248587
-0.7012102,0.37412703,-0.08940554,0.2756288,0.07786858
-1.0084709,0.31085503,-0.01414752,0.1504314,0.27939045
-0.98685426,0.26540577,-0.10212433,0.15952814,0.24231613
-0.9379382,0.2515515,-0.18641591,0.16779256,0.32905114
0.42022175,0.7440878,0.28644454,0.7892066,0.008001089
0.2786165,0.65077746,0.22275078,0.72217166,0.09547174
0.028376926,0.615872,0.018100858,0.76708245,0.15161788
0.6674313,0.70941365,0.3358959,0.9573846,0.27519846
0.7453773,0.7230617,0.31034684,0.91941786,0.44543302
0.856543,0.7253519,0.20564854,0.9359045,0.2012676
0.8130941,0.7055446,0.19147122,0.91307974,0.18362153
0.67346483,0.61990654,0.2595507,0.8072722,0.5127982
0.9454267,0.54849446,-0.018897653,0.71543074,0.4916823
0.88615793,0.4750191,-0.09966552,0.5052874,0.83236027
0.2776339,0.68769014,0.5211462,0.91348004,0.15541542
0.447225,0.64349663,0.54646534,0.80845535,0.4801681
-0.11446977,0.6170312,0.5595156,0.6186459,0.76788235
0.09192406,0.6573576,0.3324741,0.70016897,0.26594925
0.11238971,0.6492044,0.25148427,0.677109,0.17322993
-0.006222291,0.5957838,0.27437174,0.5832478,0.29700375
0.039018605,0.5264965,0.26810133,0.5016751,0.32527328
0.14106642,0.4702593,0.23598146,0.43987274,0.32870424
-0.5095475,0.37077057,0.51247454,0.18663228,1.1982136
0.15326859,0.8126637,0.4668014,0.94264984,-0.09179127
0.15369157,0.8110353,0.48084605,0.92022824,-0.21669257
0.025999408,0.80566657,0.42442966,0.8758645,-0.25164604
-0.043264568,0.7984644,0.41123855,0.84320784,-0.244169
-0.11119585,0.8061687,0.39290214,0.82043755,-0.24136776
-0.18538417,0.8079864,0.3835603,0.7955694,-0.20125198
-0.22565292,0.804917,0.38117647,0.7706454,-0.17803001
-0.261446,0.7954837,0.37350476,0.74735713,-0.15574563
-0.30150878,0.7929164,0.36128807,0.7264284,-0.12067771
-0.3218837,0.7941977,0.35171413,0.7165494,-0.09626591
-0.3570969,0.79527867,0.3725387,0.69211185,0.014076591
-0.4792625,0.746956,0.3888957,0.64162254,0.13702726
-0.4547749,0.75633514,0.36077392,0.6595125,0.07874012
-0.4320105,0.76338255,0.32338297,0.6833726,0.0076258183
-0.42576832,0.7637826,0.34629178,0.68093956,0.044940233
-0.36412746,0.7576047,0.3739575,0.6873548,0.009124637
-0.29881677,0.72475827,0.48889124,0.6407523,0.06931698
-0.3455782,0.66581047,0.50093055,0.58975196,0.10095537
-0.3918022,0.6472951,0.43283856,0.59027123,0.08054066
-0.43108365,0.6602284,0.34825826,0.6035383,0.10512221
-0.4146587,0.654873,0.3012612,0.6188545,0.0668515
-0.4230359,0.6423017,0.3171774,0.59850097,0.1556803
-0.39635018,0.6939348,0.24350071,0.6284013,0.10743523
-0.3734453,0.73111784,0.21708906,0.64098895,0.11817908
-0.34271848,0.72833455,0.23337638,0.63249874,0.122112036
-0.3010341,0.7711717,0.24544787,0.6244216,0.15087414
-0.23804401,0.77531993,0.23860633,0.6313579,0.0720464
-0.17530093,0.7971283,0.22314417,0.6435914,-0.032871723
-0.14777666,0.7734958,0.2882496,0.6134275,-0.01909709
-0.17704798,0.738377,0.34606564,0.56331193,0.014645338
-0.2506007,0.6938311,0.36400998,0.5204103,0.08415902
-0.33793077,0.6291238,0.38229012,0.48002553,0.18885839
-0.44393742,0.6110982,0.34508598,0.47191012,0.2997192
-0.46672282,0.616439,0.34322286,0.4787109,0.34209466
-0.4364789,0.6267692,0.36547613,0.4802599,0.31777585
-0.4282803,0.64587224,0.355152,0.48420835,0.3182068
-0.45595306,0.66740453,0.3129866,0.49202478,0.3303485
-0.47015524,0.7165638,0.26662946,0.5224714,0.3306712
-0.3861429,0.7544981,0.22505867,0.5656786,0.20384574
-0.1702985,0.7733942,0.22683418,0.6214634,-0.04544866
0.17836267,0.7282826,0.43519843,0.6196275,-0.3596713
0.14248939,0.52636445,0.5050119,0.42386484,-0.41674274
-0.1295902,0.38986838,0.39602888,0.35514116,-0.39064068
-0.45532393,0.37925303,0.18341148,0.3561411,-0.27594692
-0.7100999,0.39922202,-0.03881204,0.34972203,-0.02358675
-0.7462198,0.3642515,-0.160195,0.299093,0.18491447
0.4143545,0.71782124,0.36110342,0.80640125,-0.07827568
0.25093704,0.603428,0.271886,0.71962047,0.054560304
0.029114973,0.5681356,0.036131024,0.7935412,0.0669781
0.638738,0.7608832,0.43429112,1.0302029,0.14052677
0.8995125,0.68687546,0.2278037,0.9704244,0.040822744
0.83428586,0.70920575,0.19233036,0.95273304,0.09440851
0.85856384,0.69033396,0.24658155,0.9560144,0.08632362
0.9953442,0.5297674,0.16004193,0.8886553,0.07926834
0.83821106,0.37287867,0.062303662,0.71573544,0.5225663
0.89687246,0.45616496,-0.08600962,0.5728104,0.71251667
-0.28392473,0.70147336,0.5711794,0.8410046,0.33069706
0.23897655,0.6120182,0.45779943,0.8317461,0.23114133
0.19995825,0.6006042,0.5509218,0.73841894,0.6328366
-0.3033694,0.4544834,0.48799813,0.37042105,0.99349356
-0.43544585,0.3592404,0.54371035,0.21345139,1.1938326
-0.26607832,0.6367606,0.3933071,0.5915961,0.287943
-0.21112905,0.72871983,0.28149354,0.75055945,0.023318172
-0.12102434,0.78753865,0.28738892,0.8536271,-0.11773205
-0.07483113,0.78386843,0.32864773,0.8552768,-0.20377576
-0.13303132,0.7842585,0.2996372,0.8341477,-0.23797333
-0.1773519,0.7832972,0.29647636,0.8115535,-0.22967482
-0.23133688,0.79030836,0.30043435,0.78592896,-0.1897564
-0.2951042,0.78358185,0.29933774,0.7625803,-0.1649996
-0.34911835,0.78215325,0.30420053,0.7345185,-0.116992
-0.3861393,0.77068293,0.3088938,0.71148705,-0.08649588
-0.43872577,0.76748264,0.31995142,0.6812055,-0.009270549
-0.44942176,0.76700795,0.31520283,0.6784996,-0.013441324
-0.44500157,0.7675139,0.36108196,0.66540074,0.058068395
-0.62947583,0.6967894,0.30865252,0.58972454,0.17778206
-0.62005526,0.6952988,0.30840766,0.6021788,0.1691519
-0.6105351,0.6838721,0.3031603,0.6090348,0.1392417
-0.5997669,0.6831933,0.32413828,0.60654783,0.15465975
-0.5690884,0.68677104,0.3541056,0.60260653,0.16002238
-0.53988874,0.66023695,0.41630745,0.56674385,0.1755637
-0.56064487,0.61517036,0.4150598,0.53857636,0.16509557
-0.5887807,0.6036855,0.370623,0.5353904,0.16473663
-0.61046237,0.5963465,0.3247527,0.5415429,0.19998813
-0.6189166,0.5665432,0.3055147,0.53805304,0.21895397
-0.64274734,0.5862237,0.2866999,0.53094685,0.30917716
-0.63306636,0.5912,0.27165353,0.53072786,0.3204434
-0.6121895,0.6243602,0.26022947,0.5407982,0.3273983
-0.5790445,0.6324178,0.2556945,0.54415846,0.28973973
-0.53378487,0.6893977,0.24216926,0.55563164,0.27539456
-0.47597873,0.72618616,0.22163379,0.5726342,0.18381941
-0.40983564,0.74039996,0.22213995,0.5812057,0.078955054
-0.34150353,0.71956074,0.29438388,0.55432296,0.0132136345
-0.3542322,0.67644465,0.34912968,0.50000525,0.008406997
-0.42612714,0.6119133,0.35279,0.4486606,0.04273939
-0.50927323,0.5530621,0.36778224,0.40865874,0.14130938
-0.6481779,0.51066244,0.31216228,0.4020629,0.27373576
-0.6738806,0.52156556,0.32714105,0.40671086,0.3555969
-0.6702669,0.55707085,0.34495413,0.41067147,0.3961588
-0.6665339,0.5755271,0.33237135,0.42166424,0.36951268
-0.6866122,0.595647,0.2831496,0.4489076,0.37417853
-0.6807651,0.6621524,0.23851335,0.48678398,0.3821913
-0.6032633,0.7421967,0.21977365,0.5330448,0.30000412
-0.42353052,0.772504,0.20809352,0.58562875,0.067043185
-0.112283364,0.7435695,0.3825667,0.6011684,-0.24082494
-0.090858236,0.5640613,0.43545544,0.4499761,-0.4019072
-0.3571769,0.39440358,0.32907236,0.34143376,-0.2848267
-0.6457313,0.34969962,0.108777165,0.3246503,-0.121328235
-0.83308905,0.38363945,-0.10144007,0.3379637,0.09412873
-0.83203775,0.3871752,-0.15106523,0.32990968,0.22101963
-0.8525917,0.33982432,-0.12679756,0.26214123,0.26747537
-1.0386522,0.32895792,-0.030970097,0.17421985,0.32044625
0.16933042,0.76348794,0.48966932,0.87325597,0.071998715
0.25404716,0.70273316,0.41821527,0.80169296,-0.1015389
0.12926523,0.5914079,0.31678522,0.7355001,0.057484627
-0.05332777,0.5373453,0.10463917,0.793381,0.13168383
-0.18906777,0.5500766,0.13845313,0.749768,0.47580028
0.5872966,0.7830039,0.5084573,1.080627,0.06167376
0.48212808,0.7184578,0.4268849,0.9988198,0.21206653
0.45878386,0.6961211,0.4324134,0.9775406,0.32087302
0.63807803,0.6743182,0.33824515,0.98332095,0.15904117
0.76221204,0.6534854,0.24897087,0.9655695,0.07183373
0.76913553,0.67379844,0.22233236,0.9687011,0.053334236
0.8053419,0.64200795,0.2621349,0.964906,0.0668
0.93672675,0.43756688,0.11689484,0.87284184,0.13890457
0.89167196,0.2840749,-0.06850898,0.7282584,0.3761313
0.5490419,0.5349127,0.2789818,0.7574593,0.8510041
-0.18924867,0.68230927,0.40513277,0.8607123,0.029026747
0.28604898,0.5577761,0.33889306,0.7938447,0.10354197
0.07535511,0.55776346,0.51437443,0.70355105,0.6368029
-0.47273535,0.60128224,0.21812642,0.50540113,0.21674347
-0.4296254,0.70793116,0.081742406,0.6684576,0.016991258
-0.36763394,0.7414428,0.10640383,0.7444482,-0.037637115
-0.31753704,0.7506591,0.14365852,0.7740122,-0.09799254
-0.3045467,0.75300467,0.16028035,0.78012943,-0.14631093
-0.3184731,0.7442745,0.17866147,0.76186514,-0.1538645
-0.36177924,0.7547349,0.18920386,0.7390976,-0.121316314
-0.41587687,0.7409917,0.2028228,0.70985234,-0.0896492
-0.48379165,0.73259175,0.23009646,0.67451465,-0.00074899197
-0.5313845,0.7241851,0.25847363,0.64575577,0.069725156
-0.5567493,0.7168294,0.2725767,0.6308632,0.09686673
-0.58017904,0.71349347,0.28159678,0.6201873,0.10945833
-0.597428,0.70603764,0.29799592,0.6082442,0.13176692
-0.72816277,0.641997,0.22329271,0.55477524,0.17248166
-0.75385314,0.6292926,0.22875202,0.54601,0.19230747
-0.7588545,0.6163293,0.23767364,0.54244244,0.1882534
-0.7465771,0.61519945,0.26107776,0.5403129,0.19629717
-0.722603,0.59981596,0.29689848,0.52995205,0.19151866
-0.7200132,0.568473,0.32762313,0.50309515,0.18685138
-0.73853856,0.535401,0.3302871,0.48428917,0.18852472
-0.76052445,0.5081097,0.3093089,0.47019863,0.19357455
-0.77927274,0.5139495,0.28394306,0.4689896,0.25827157
-0.8135461,0.49114454,0.25251567,0.461403,0.3009615
-0.82912093,0.46303475,0.24275243,0.45330024,0.34920907
-0.84213305,0.49149334,0.25222266,0.44248855,0.4338777
-0.8265079,0.4920131,0.25865257,0.44049406,0.41561794
-0.812856,0.5175525,0.2471298,0.4426496,0.40479207
-0.77550024,0.5509416,0.22039032,0.46489477,0.34906006
-0.7130893,0.6016544,0.19064796,0.492885,0.2450453
-0.6531105,0.6593987,0.18743384,0.5032574,0.17271066
-0.57188934,0.6247078,0.2793566,0.46327472,0.09156728
-0.58202857,0.55943334,0.33485162,0.40164948,0.061246395
-0.656619,0.4817363,0.31857693,0.35344267,0.06355047
-0.7298624,0.41633046,0.3209244,0.31443048,0.11555815
-0.82818407,0.37468112,0.31781673,0.30385303,0.23157597
-0.873707,0.40287626,0.2885449,0.32374024,0.33212495
-0.8882416,0.4411415,0.27670968,0.34476602,0.39246786
-0.90890545,0.4725772,0.25817192,0.36420465,0.402367
-0.929614,0.52834666,0.22178698,0.40548778,0.44114006
-0.89545447,0.6187664,0.20324767,0.45171547,0.5052364
-0.8209154,0.7052835,0.21046007,0.48982537,0.3966943
-0.68069607,0.74252474,0.19887686,0.5362537,0.19914615
-0.4270547,0.7198235,0.3212632,0.5440538,-0.08413899
-0.38937783,0.5869247,0.33663774,0.45486057,-0.27226967
-0.57028764,0.40841353,0.22527015,0.33403397,-0.18519962
-0.7550307,0.31155407,0.018496633,0.28550982,0.015704513
-0.94359595,0.38754165,-0.16488814,0.31897807,0.1690743
